date,longitude,latitude,airT
2018-07-01T01:00:00Z,13.40572,52.53836,13
2018-07-01T01:00:00Z,13.274321150465,52.629270654349,14.8
2018-07-01T01:00:00Z,13.517591916486,52.511039707582,13.6
2018-07-01T01:00:00Z,13.345760343378,52.439606039453,NA
2018-07-01T01:00:00Z,13.308131,52.508062,16.7
2018-07-01T01:00:00Z,13.370795566061,52.501492813119,15.2
2018-07-01T01:00:00Z,13.300818,52.520425,16.1
2018-07-01T01:00:00Z,13.4478381,52.5283036,14.5
2018-07-01T01:00:00Z,13.318047,52.488198,14.4
2018-07-01T01:00:00Z,13.3796216,52.4759729,13.4
2018-07-01T01:00:00Z,13.1989796,52.6337064,16.7
2018-07-01T01:00:00Z,13.263685,52.434988,12.5
2018-07-01T01:00:00Z,13.398201110756,52.728027905093,11
2018-07-01T01:00:00Z,13.723748650535,52.455302152052,NA
2018-07-01T01:00:00Z,13.230686550972,52.404606252002,16.1
2018-07-01T01:00:00Z,13.4587576,52.5098962,16.3
2018-07-01T01:00:00Z,13.71541807368,52.548178016146,NA
2018-07-01T01:00:00Z,13.321934714926,52.459726603751,14.2
2018-07-01T01:00:00Z,13.380029344458,52.53112787022,13.4
2018-07-01T01:00:00Z,13.1463594,52.5250888,12.1
2018-07-01T01:00:00Z,13.14841,52.54274,14.5
2018-07-01T01:00:00Z,13.451086702795,52.502196055914,15.2
2018-07-01T01:00:00Z,13.4022079,52.5911514,14.5
2018-07-01T01:00:00Z,13.589041120849,52.344916798924,11.3
2018-07-01T01:00:00Z,13.333433548131,52.473547515901,16.2
2018-07-01T01:00:00Z,13.6213342,52.44799798,NA
2018-07-01T01:00:00Z,13.5734466,52.6758634,10.9
2018-07-01T01:00:00Z,13.278241065568,52.636412648197,NA
2018-07-01T01:00:00Z,13.490154,52.466432,15.4
2018-07-01T01:00:00Z,13.3501236,52.506924,NA
2018-07-01T01:00:00Z,13.165056460574,52.691809233312,11.1
2018-07-01T01:00:00Z,13.338316,52.495714,16
2018-07-01T01:00:00Z,13.31359,52.46278,NA
2018-07-01T01:00:00Z,13.4126,52.39066,13.2
